"State_Code","State_Name","District_ID","District_Name","School_ID","School_Name","Combined_Key","Juvenile_Justice_School","CS_Classes_Offered","CS_Hispanic_Male","CS_Hispanic_Female","CS_AmericanIndian_Male","CS_AmericanIndian_Female","CS_Asian_Male","CS_Asian_Female","CS_PacificIslander_Male","CS_PacificIslander_Female","CS_Black_Male","CS_Black_Female","CS_White_Male","CS_White_Female","CS_TwoOrMore_Male","CS_TwoOrMore_Female","CS_Total_Male","CS_Total_Female","CS_EnglishLearner_Male","CS_EnglishLearner_Female","CS_Disability_Male","CS_Disability_Female","SCHOOL_YEAR","VIRTUAL_TEXT","TitleI_Status","school_enrollment","Elementary","Middle","High","sex_female","sex_male","race_american_indian","race_asian","race_black","race_hispanic","race_pacific_islander","race_multiracial","race_white","sex_total","race_total","sex_female_prop","sex_male_prop","race_american_indian_prop","race_asian_prop","race_black_prop","race_hispanic_prop","race_pacific_islander_prop","race_multiracial_prop","race_white_prop","Total_CS_Enrolment","White_CS","Black_CS","Hispanic_CS","Asian_CS","AmericanIndian_CS","Multiracial_CS","Disability_CS","EnglishLearner_CS","Prop_Male_CS","Prop_Female_CS","Race_Total_CS","Race_Exceeds_Total","Total_Race_CS","Prop_Black_CS","Prop_White_CS","Prop_Hispanic_CS","Prop_Asian_CS","Prop_AmericanIndian_CS","Prop_Multiracial_CS","has_CCD_info"
"NY","NEW YORK","3600989","BROOKLYN SCHOLARS CHARTER SCHOOL",6097,"BROOKLYN SCHOLARS CHARTER SCHOOL","360098906097","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction","Schoolwide",3440,1,1,NA,NA,NA,NA,NA,850,404,NA,NA,NA,0,1254,NA,NA,NA,NA,0.677830940988836,0.322169059011164,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"MI","MICHIGAN","2618810","Hudson Area Schools",60,"Hudson Middle School","261881000060","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","Supplemental Virtual","Targeted",780,1,1,NA,148,164,2,0,0,28,0,10,272,312,312,0.474358974358974,0.525641025641026,0.00641025641025641,0,0,0.0897435897435897,0,0.032051282051282,0.871794871794872,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"UT","UTAH","4900630","Nebo District",407,"Wilson School","490063000407","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction","Schoolwide",1620,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"WV","WEST VIRGINIA","5401050","OHIO COUNTY SCHOOLS",874,"WHEELING MIDDLE SCHOOL","540105000874","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","Supplemental Virtual","Schoolwide",1025,NA,1,NA,NA,NA,NA,NA,68,NA,NA,52,278,0,398,NA,NA,NA,NA,0.170854271356784,NA,NA,0.130653266331658,0.698492462311558,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"OH","OHIO","3904684","Amanda-Clearcreek Local",2671,"Amanda-Clearcreek Elementary School","390468402671","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction","Schoolwide",1600,1,NA,NA,290,350,0,0,0,10,2,14,614,640,640,0.453125,0.546875,0,0,0,0.015625,0.003125,0.021875,0.959375,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"NJ","New Jersey","3409450","Manchester Township School District",31,"Manchester Township Elementary School","340945000031","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction","Targeted",2825,1,NA,NA,NA,NA,NA,NA,NA,276,NA,NA,620,0,896,NA,NA,NA,NA,NA,0.308035714285714,NA,NA,0.691964285714286,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"MO","MISSOURI","2905790","ADAIR CO. R-II",124,"ADAIR CO. ELEM.","290579000124","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction","Schoolwide",330,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,0,128,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"AZ","ARIZONA","0400096","Mountain School Inc. (4203)",1174,"Mountain School","040009601174","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction","Not_TitleI",895,1,1,NA,176,182,18,4,0,32,0,14,290,358,358,0.491620111731844,0.508379888268156,0.0502793296089385,0.0111731843575419,0,0.0893854748603352,0,0.0391061452513966,0.810055865921788,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"TX","TEXAS","4800264","KIPP TEXAS PUBLIC SCHOOLS",13246,"KIPP PODER ACADEMY","480026413246","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","Missing","Schoolwide",1620,1,1,NA,298,350,4,4,40,566,0,4,30,648,648,0.459876543209877,0.540123456790123,0.00617283950617284,0.00617283950617284,0.0617283950617284,0.873456790123457,0,0.00617283950617284,0.0462962962962963,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"KY","KENTUCKY","2100300","Barren County",53,"Temple Hill Elementary School","210030000053","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction","Schoolwide",1525,1,1,NA,276,334,0,0,4,58,0,16,532,610,610,0.452459016393443,0.547540983606557,0,0,0.00655737704918033,0.0950819672131148,0,0.0262295081967213,0.872131147540984,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"PR","Puerto Rico","7200030","Puerto Rico Department Of Education",2003,"Petra Mercado Bougart","720003002003","No",4,40,49,0,0,0,0,0,0,0,0,0,0,0,0,40,49,0,0,4,2,"2020-2021","No virtual instruction","Schoolwide",2030,NA,NA,1,NA,NA,NA,NA,NA,810,NA,NA,NA,0,810,NA,NA,NA,NA,NA,1,NA,NA,NA,89,0,0,89,0,0,0,6,0,0.449438202247191,0.550561797752809,89,FALSE,89,0,0,1,0,0,0,TRUE
"WA","WASHINGTON","5309240","Valley School District",1555,"Valley School","530924001555","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction","Schoolwide",935,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,0,306,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"MS","Mississippi","2803780","Quitman School Dist",723,"Quitman Jr High School","280378000723","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction","Schoolwide",2125,NA,1,NA,NA,NA,NA,NA,536,NA,NA,NA,300,0,836,NA,NA,NA,NA,0.641148325358852,NA,NA,NA,0.358851674641148,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"IL","Illinois","1718840","Herscher Cusd 2",2169,"Herscher Intermediate Sch","171884002169","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","Not reported","Mixed",1730,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"IA","Iowa","1907860","College Comm School District",2113,"Prairie Creek","190786002113","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","Supplemental Virtual","Targeted",4430,1,1,NA,NA,NA,NA,14,174,98,10,128,1348,0,1772,NA,NA,NA,0.00790067720090293,0.0981941309255079,0.0553047404063205,0.00564334085778781,0.072234762979684,0.760722347629797,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"NY","New York","3620580","New York City Public Schools",2367,"Is 96 Seth Low","362058002367","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"MA","MASSACHUSETTS","2500014","Chesterfield-Goshen",1275,"New Hingham Regional Elementary","250001401275","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction","Not_TitleI",740,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,0,284,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"LA","LOUISIANA","2201650","St. Tammany Parish",1287,"Pearl River High School","220165001287","No",2,2,2,0,0,1,0,0,0,3,0,13,26,1,4,20,32,1,0,7,8,"2021-2022","No virtual instruction","Schoolwide",3650,NA,NA,1,NA,NA,NA,NA,126,116,NA,NA,1178,0,1420,NA,NA,NA,NA,0.0887323943661972,0.0816901408450704,NA,NA,0.829577464788732,52,39,3,4,1,0,5,15,1,0.384615384615385,0.615384615384615,52,FALSE,52,0.0576923076923077,0.75,0.0769230769230769,0.0192307692307692,0,0.0961538461538462,TRUE
"WA","Washington","5302400","Edmonds School District",335,"Chase Lake Elementary","530240000335","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction","Schoolwide",2045,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"NV","NEVADA","3200060","CLARK COUNTY SCHOOL DISTRICT",530,"Snyder  William E ES","320006000530","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction","Schoolwide",3570,1,NA,NA,724,704,4,16,284,938,6,50,130,1428,1428,0.507002801120448,0.492997198879552,0.00280112044817927,0.0112044817927171,0.198879551820728,0.656862745098039,0.00420168067226891,0.0350140056022409,0.0910364145658263,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"AL","ALABAMA","0102480","Morgan County",204,"Falkville Elementary School","010248000204","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction","Targeted",1560,1,NA,NA,310,314,0,0,8,26,0,2,588,624,624,0.496794871794872,0.503205128205128,0,0,0.0128205128205128,0.0416666666666667,0,0.00320512820512821,0.942307692307692,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"OR","Oregon","4109630","Phoenix-Talent Sd 4",391,"Phoenix Elementary School","410963000391","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction","Schoolwide",1650,1,NA,NA,288,372,4,0,4,348,2,38,264,660,660,0.436363636363636,0.563636363636364,0.00606060606060606,0,0.00606060606060606,0.527272727272727,0.00303030303030303,0.0575757575757576,0.4,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"FL","FLORIDA","1201590","POLK",4179,"RIDGE COMMUNITY HIGH SCHOOL","120159004179","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction","Schoolwide",12300,NA,NA,1,2388,2532,16,52,952,3112,16,50,722,4920,4920,0.485365853658537,0.514634146341463,0.0032520325203252,0.0105691056910569,0.19349593495935,0.632520325203252,0.0032520325203252,0.0101626016260163,0.146747967479675,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"IA","Iowa","1908970","Des Moines Independent Comm School District",535,"Goodrell Middle School","190897000535","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction","Schoolwide",2820,NA,1,NA,NA,NA,NA,64,202,366,NA,78,408,0,1118,NA,NA,NA,0.0572450805008945,0.180679785330948,0.32737030411449,NA,0.0697674418604651,0.364937388193202,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"MI","MICHIGAN","2602640","Alma Public Schools",3978,"Pine Avenue Elementary School","260264003978","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","Supplemental Virtual","Schoolwide",1510,1,NA,NA,314,290,2,2,4,88,2,18,488,604,604,0.519867549668874,0.480132450331126,0.0033112582781457,0.0033112582781457,0.00662251655629139,0.145695364238411,0.0033112582781457,0.0298013245033113,0.80794701986755,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"NC","NORTH CAROLINA","3700011","Cumberland County Schools",3228,"Cumberland International Early College High School","370001103228","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","Supplemental Virtual","Schoolwide",1405,NA,NA,1,398,164,0,26,324,94,0,42,76,562,562,0.708185053380783,0.291814946619217,0,0.0462633451957295,0.576512455516014,0.167259786476868,0,0.0747330960854092,0.135231316725979,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"NY","NEW YORK","3620580","NEW YORK CITY PUBLIC SCHOOLS",5676,"BRONX ENGINEERING AND TECHNOLOGY ACADEMY","362058005676","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"WI","Wisconsin","5507530","La Crosse School District",648,"School Of Technology And Arts I","550753000648","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","Supplemental Virtual","Not_TitleI",575,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,0,194,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"CA","California","0609850","Corona-Norco Unified",8262,"Benjamin Franklin Elementary","060985008262","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","Not reported","Mixed",3740,1,1,NA,NA,NA,NA,158,NA,744,NA,68,460,0,1430,NA,NA,NA,0.11048951048951,NA,0.52027972027972,NA,0.0475524475524476,0.321678321678322,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"MS","MISSISSIPPI","2803630","PICAYUNE SCHOOL DISTRICT",699,"SOUTH SIDE ELEMENTARY SCHOOL","280363000699","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction","Schoolwide",1460,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"SD","SOUTH DAKOTA","4600041","Britton-Hecla School District 45-4",1143,"Sunset Colony Elementary - 04","460004101143","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction","Schoolwide",115,1,1,NA,18,28,0,0,0,0,0,0,46,46,46,0.391304347826087,0.608695652173913,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"MI","Michigan","2635820","West Bloomfield School District",7182,"Abbott Middle School","263582007182","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction","Targeted",5310,NA,1,NA,986,1138,2,134,742,104,2,106,1034,2124,2124,0.464218455743879,0.535781544256121,0.000941619585687382,0.0630885122410546,0.349340866290019,0.0489642184557439,0.000941619585687382,0.0499058380414313,0.486817325800377,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"NY","New York","3608790","Dansville Central School District",4385,"Ellis B Hyde Elementary School","360879004385","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","Supplemental Virtual","Targeted",1860,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,688,0,688,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"KS","KANSAS","2006960","Haven Public Schools",560,"Haven High","200696000560","No",4,0,0,0,0,0,0,0,0,0,0,11,0,2,1,13,1,0,0,3,0,"2021-2022","No virtual instruction","Targeted",1140,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,402,0,402,NA,NA,NA,NA,NA,NA,NA,NA,1,14,11,0,0,0,0,3,3,0,0.928571428571429,0.0714285714285714,14,FALSE,14,0,0.785714285714286,0,0,0,0.214285714285714,TRUE
"NY","NEW YORK","3620580","NEW YORK CITY PUBLIC SCHOOLS",1965,"HILLCREST HIGH SCHOOL","362058001965","No",18,96,43,13,7,94,30,7,4,75,32,8,3,4,0,297,119,40,25,59,12,"2021-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416,11,107,139,124,20,4,71,65,0.713942307692308,0.286057692307692,405,FALSE,405,0.264197530864198,0.0271604938271605,0.34320987654321,0.306172839506173,0.0493827160493827,0.00987654320987654,FALSE
"TN","TENNESSEE","4703480","Putnam County",1455,"Northeast Elementary","470348001455","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction","Schoolwide",2145,1,NA,NA,NA,NA,NA,NA,NA,210,NA,NA,602,0,812,NA,NA,NA,NA,NA,0.258620689655172,NA,NA,0.741379310344828,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"CA","CALIFORNIA","0631530","Poway Unified",4883,"Abraxas Continuation High","063153004883","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","Not reported","Mixed",1065,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"WA","WASHINGTON","5306180","Olympia School District",936,"Reeves Middle School","530618000936","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction","Not_TitleI",1855,NA,1,NA,NA,NA,NA,NA,NA,140,NA,64,492,0,696,NA,NA,NA,NA,NA,0.201149425287356,NA,0.0919540229885057,0.706896551724138,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"NE","Nebraska","3100021","Waverly School District 145",1853,"Waverly Middle School","310002101853","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction","Not_TitleI",2660,NA,1,NA,498,566,0,6,12,30,2,24,990,1064,1064,0.468045112781955,0.531954887218045,0,0.0056390977443609,0.0112781954887218,0.0281954887218045,0.0018796992481203,0.0225563909774436,0.930451127819549,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"NC","NORTH CAROLINA","3700450","Buncombe County Schools",148,"Fairview Elementary","370045000148","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction","Schoolwide",3145,1,NA,NA,604,654,4,6,14,96,4,48,1086,1258,1258,0.480127186009539,0.519872813990461,0.00317965023847377,0.00476947535771065,0.0111287758346582,0.0763116057233704,0.00317965023847377,0.0381558028616852,0.863275039745628,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"OH","Ohio","3904379","Cleveland Heights-University Heights City",573,"Monticello Middle School","390437900573","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction","Schoolwide",2740,NA,1,NA,528,568,4,26,896,32,0,56,82,1096,1096,0.481751824817518,0.518248175182482,0.00364963503649635,0.0237226277372263,0.817518248175182,0.0291970802919708,0,0.0510948905109489,0.0748175182481752,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"NJ","NEW JERSEY","3404560","Egg Harbor Township School District",86,"Clayton J. Davenport Elementary School","340456000086","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction","Targeted",3715,1,NA,NA,NA,NA,NA,224,192,574,NA,100,394,0,1484,NA,NA,NA,0.150943396226415,0.129380053908356,0.386792452830189,NA,0.0673854447439353,0.265498652291105,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"IL","ILLINOIS","1700197","Macon/Piatt ROE",3057,"Milligan Academy Rssp","170019703057","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction","Mixed",0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"IA","IOWA","1931080","West Marshall Comm School District",1813,"West Marshall Middle School","193108001813","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","Supplemental Virtual","Targeted",1050,NA,1,NA,NA,NA,NA,NA,NA,26,NA,NA,386,0,412,NA,NA,NA,NA,NA,0.0631067961165049,NA,NA,0.936893203883495,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"IL","Illinois","1700174","Clintn/Jeffrsn/Marin/Washngtn Roe",2806,"Mt Vernon Alternative School","170017402806","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","Not reported","Mixed",0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"KY","KENTUCKY","2105490","Spencer County",2018,"Taylorsville Elementary School","210549002018","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction","Schoolwide",3020,1,NA,NA,570,638,0,2,8,50,0,60,1088,1208,1208,0.471854304635762,0.528145695364238,0,0.00165562913907285,0.00662251655629139,0.0413907284768212,0,0.0496688741721854,0.900662251655629,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"TX","TEXAS","4810200","BIG SPRING ISD",8303,"BIG SPRING J H","481020008303","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","Missing","Schoolwide",2875,NA,1,NA,580,570,6,12,60,758,2,26,286,1150,1150,0.504347826086956,0.495652173913044,0.00521739130434783,0.0104347826086957,0.0521739130434783,0.659130434782609,0.00173913043478261,0.0226086956521739,0.248695652173913,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"NY","NEW YORK","3621480","NYACK UNION FREE SCHOOL DISTRICT",3050,"LIBERTY ELEMENTARY SCHOOL","362148003050","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction","Targeted",2125,1,NA,NA,NA,NA,NA,NA,108,392,NA,NA,252,0,752,NA,NA,NA,NA,0.143617021276596,0.521276595744681,NA,NA,0.335106382978723,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
