"State_Code","State_Name","District_ID","District_Name","School_ID","School_Name","Combined_Key","Juvenile_Justice_School","CS_Classes_Offered","CS_Hispanic_Male","CS_Hispanic_Female","CS_AmericanIndian_Male","CS_AmericanIndian_Female","CS_Asian_Male","CS_Asian_Female","CS_PacificIslander_Male","CS_PacificIslander_Female","CS_Black_Male","CS_Black_Female","CS_White_Male","CS_White_Female","CS_TwoOrMore_Male","CS_TwoOrMore_Female","CS_Total_Male","CS_Total_Female","CS_EnglishLearner_Male","CS_EnglishLearner_Female","CS_Disability_Male","CS_Disability_Female","SCHOOL_YEAR","VIRTUAL_TEXT","TitleI_Status","school_enrollment","Elementary","Middle","High","sex_female","sex_male","race_american_indian","race_asian","race_black","race_hispanic","race_pacific_islander","race_multiracial","race_white","sex_total","race_total","sex_female_prop","sex_male_prop","race_american_indian_prop","race_asian_prop","race_black_prop","race_hispanic_prop","race_pacific_islander_prop","race_multiracial_prop","race_white_prop","Total_CS_Enrolment","White_CS","Black_CS","Hispanic_CS","Asian_CS","AmericanIndian_CS","Multiracial_CS","Disability_CS","EnglishLearner_CS","Prop_Male_CS","Prop_Female_CS","Race_Total_CS","Race_Exceeds_Total","Total_Race_CS","Prop_Black_CS","Prop_White_CS","Prop_Hispanic_CS","Prop_Asian_CS","Prop_AmericanIndian_CS","Prop_Multiracial_CS","has_CCD_info"
"MN","Minnesota","2733540","St. Francis Area Schools",14,"Transition 15","273354000014","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction","Targeted",85,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,32,0,32,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"AL","Alabama","0103390","Tuscaloosa County",1284,"Maxwell Elementary School","010339001284","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction","Targeted",2835,1,NA,NA,550,584,2,0,292,94,0,22,724,1134,1134,0.485008818342152,0.514991181657848,0.0017636684303351,0,0.257495590828924,0.0828924162257496,0,0.0194003527336861,0.638447971781305,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"PA","PENNSYLVANIA","4223850","Tunkhannock Area SD",5271,"Tunkhannock HS","422385005271","No",2,0,0,0,0,2,0,0,0,0,0,21,5,1,1,24,6,1,0,3,0,"2021-2022","No virtual instruction","Schoolwide",4480,NA,1,1,862,930,0,8,14,22,4,56,1688,1792,1792,0.481026785714286,0.518973214285714,0,0.00446428571428571,0.0078125,0.0122767857142857,0.00223214285714286,0.03125,0.941964285714286,30,26,0,0,2,0,2,3,1,0.8,0.2,30,FALSE,30,0,0.866666666666667,0,0.0666666666666667,0,0.0666666666666667,TRUE
"TN","Tennessee","4702010","Huntingdon Special School District",646,"Huntingdon High School","470201000646","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction","Schoolwide",2005,NA,NA,1,NA,NA,NA,NA,104,NA,NA,NA,664,0,768,NA,NA,NA,NA,0.135416666666667,NA,NA,NA,0.864583333333333,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"CA","CALIFORNIA","0634620","San Juan Unified",8970,"Trajan Elementary","063462008970","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","Not reported","Mixed",1965,1,NA,NA,NA,NA,NA,NA,NA,152,NA,NA,524,0,676,NA,NA,NA,NA,NA,0.224852071005917,NA,NA,0.775147928994083,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"MN","MINNESOTA","2700420","Southwest Metro Intermediate 288",5015,"SW Metro CCJ","270042005015","Yes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction","Not_TitleI",10,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"AR","ARKANSAS","0512660","SPRINGDALE SCHOOL DISTRICT",1565,"SONORA MIDDLE SCHOOL","051266001565","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","Supplemental Virtual","Schoolwide",3225,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"MD","MARYLAND","2400150","Calvert County Public Schools",1505,"Sunderland Elementary","240015001505","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","Supplemental Virtual","Not_TitleI",3205,1,NA,NA,NA,NA,NA,NA,184,NA,NA,NA,930,0,1114,NA,NA,NA,NA,0.165170556552962,NA,NA,NA,0.834829443447038,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"PA","Pennsylvania","4215270","Midland Borough Sd",6566,"Midland El/Ms","421527006566","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction","Schoolwide",1280,1,1,NA,240,272,0,8,114,20,0,62,308,512,512,0.46875,0.53125,0,0.015625,0.22265625,0.0390625,0,0.12109375,0.6015625,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"OH","Ohio","3905118","Lawrence County",4072,"Lawrence County","390511804072","No",4,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,3,0,"2020-2021","No virtual instruction","Not_TitleI",0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,0,0,0,0,0,3,0,1,0,14,FALSE,14,0,1,0,0,0,0,TRUE
"WA","WASHINGTON","5302820","Federal Way School District",434,"Decatur High School","530282000434","No",1,3,1,0,0,2,1,0,0,1,0,10,0,1,0,17,2,1,1,1,0,"2021-2022","No virtual instruction","Schoolwide",6435,NA,NA,1,NA,NA,NA,246,370,792,162,308,676,0,2554,NA,NA,NA,0.096319498825372,0.14487079091621,0.31010180109632,0.0634299138606108,0.120595144870791,0.264682850430697,19,10,1,4,3,0,1,1,2,0.894736842105263,0.105263157894737,19,FALSE,19,0.0526315789473684,0.526315789473684,0.210526315789474,0.157894736842105,0,0.0526315789473684,TRUE
"GA","Georgia","1303870","Muscogee County",4146,"Dorothy Height Elementary School","130387004146","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction","Schoolwide",2525,1,NA,NA,512,498,2,0,882,56,0,42,28,1010,1010,0.506930693069307,0.493069306930693,0.00198019801980198,0,0.873267326732673,0.0554455445544554,0,0.0415841584158416,0.0277227722772277,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"NJ","NEW JERSEY","3405220","Florence Township School District",1082,"Florence Township Memorial High School","340522001082","No",2,0,3,0,0,4,7,1,2,2,3,10,7,0,0,17,22,0,0,1,0,"2021-2022","No virtual instruction","Targeted",2575,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,576,0,576,NA,NA,NA,NA,NA,NA,NA,NA,1,39,17,5,3,11,0,0,1,0,0.435897435897436,0.564102564102564,36,FALSE,36,0.138888888888889,0.472222222222222,0.0833333333333333,0.305555555555556,0,0,TRUE
"MN","MINNESOTA","2744070","WINONA AREA PUBLIC SCHOOL DISTRICT",1830,"WINONA MIDDLE","274407001830","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction","Targeted",3270,1,1,NA,NA,NA,NA,NA,96,116,NA,64,992,0,1268,NA,NA,NA,NA,0.0757097791798107,0.0914826498422713,NA,0.0504731861198738,0.782334384858044,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"MI","MICHIGAN","2615420","Fulton Schools",5202,"Fulton High School","261542005202","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","Supplemental Virtual","Schoolwide",810,NA,NA,1,150,174,0,0,0,18,0,16,290,324,324,0.462962962962963,0.537037037037037,0,0,0,0.0555555555555556,0,0.0493827160493827,0.895061728395062,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"PA","PENNSYLVANIA","4217700","Northern Potter SD",6931,"Northern Potter Childrens Sch","421770006931","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction","Schoolwide",1430,1,1,NA,286,286,2,2,0,8,0,6,554,572,572,0.5,0.5,0.0034965034965035,0.0034965034965035,0,0.013986013986014,0,0.0104895104895105,0.968531468531469,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"MD","Maryland","2400090","Baltimore City Public Schools",146,"Arlington Elementary","240009000146","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","Supplemental Virtual","Schoolwide",2025,1,NA,NA,NA,NA,NA,NA,626,168,NA,NA,NA,0,794,NA,NA,NA,NA,0.788413098236776,0.211586901763224,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"MN","Minnesota","2742360","White Bear Lake School District",1048,"Normandy Park Education Center","274236001048","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction","Targeted",715,1,NA,NA,NA,NA,NA,18,24,22,NA,NA,208,0,272,NA,NA,NA,0.0661764705882353,0.0882352941176471,0.0808823529411765,NA,NA,0.764705882352941,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"OR","Oregon","4110040","Portland Sd 1j",935,"Scott Elementary School","411004000935","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction","Schoolwide",2305,1,NA,NA,460,462,8,38,138,342,18,68,310,922,922,0.498915401301518,0.501084598698482,0.00867678958785249,0.0412147505422994,0.149674620390456,0.370932754880694,0.0195227765726681,0.0737527114967462,0.336225596529284,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"WI","WISCONSIN","5507710","Lake Mills Area School District",887,"Lake Mills High","550771000887","No",4,5,6,0,0,0,2,0,0,0,0,54,30,1,0,60,38,1,1,6,0,"2021-2022","Supplemental Virtual","Not_TitleI",2410,NA,NA,1,NA,NA,NA,NA,NA,124,NA,NA,784,0,908,NA,NA,NA,NA,NA,0.136563876651982,NA,NA,0.863436123348018,98,84,0,11,2,0,1,6,2,0.612244897959184,0.387755102040816,98,FALSE,98,0,0.857142857142857,0.112244897959184,0.0204081632653061,0,0.0102040816326531,TRUE
"OK","Oklahoma","4009910","Dickson",432,"Dickson Upper Es","400991000432","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction","Schoolwide",1270,1,NA,NA,NA,NA,58,NA,NA,32,NA,90,324,0,504,NA,NA,0.115079365079365,NA,NA,0.0634920634920635,NA,0.178571428571429,0.642857142857143,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"PA","Pennsylvania","4205310","Central Bucks Sd",5133,"Central Bucks Hs-East","420531005133","No",9,5,3,0,0,19,8,0,0,4,0,127,42,3,0,158,53,1,0,7,3,"2020-2021","Supplemental Virtual","Not_TitleI",7490,NA,NA,1,1468,1528,2,198,54,186,2,54,2500,2996,2996,0.489986648865154,0.510013351134846,0.000667556742323097,0.0660881174899867,0.0180240320427236,0.0620827770360481,0.000667556742323097,0.0180240320427236,0.834445927903872,211,169,4,8,27,0,3,10,1,0.748815165876777,0.251184834123223,211,FALSE,211,0.018957345971564,0.800947867298578,0.037914691943128,0.127962085308057,0,0.014218009478673,TRUE
"NY","New York","3619230","Longwood Central School District",1756,"West Middle Island School","361923001756","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","Supplemental Virtual","Schoolwide",3305,1,NA,NA,NA,NA,NA,NA,212,414,NA,NA,568,0,1194,NA,NA,NA,NA,0.177554438860972,0.346733668341709,NA,NA,0.47571189279732,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"FL","Florida","1201710","Seminole",3270,"Winter Springs High School","120171003270","No",5,2,1,0,0,7,2,0,0,0,1,7,4,1,0,17,8,0,0,0,0,"2020-2021","No virtual instruction","Schoolwide",9855,NA,NA,1,2054,1888,8,186,372,1186,10,120,2060,3942,3942,0.52105530187722,0.47894469812278,0.00202942668696093,0.0471841704718417,0.0943683409436834,0.300862506341958,0.00253678335870117,0.030441400304414,0.52257737189244,25,11,1,3,9,0,1,0,0,0.68,0.32,25,FALSE,25,0.04,0.44,0.12,0.36,0,0.04,TRUE
"CO","Colorado","0804200","Weld County Reorganized School District No. Re-1",575,"Gilcrest Elementary School","080420000575","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction","Schoolwide",1010,1,NA,NA,NA,NA,NA,NA,NA,248,NA,NA,146,0,394,NA,NA,NA,NA,NA,0.629441624365482,NA,NA,0.370558375634518,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"OH","Ohio","3904890","Noble Local",4248,"Shenandoah Elementary School","390489004248","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction","Schoolwide",3350,1,1,NA,628,712,2,0,0,8,0,22,1308,1340,1340,0.46865671641791,0.53134328358209,0.00149253731343284,0,0,0.00597014925373134,0,0.0164179104477612,0.976119402985075,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"VA","Virginia","5103130","Prince William Co Pblc Schs",1307,"George M. Hampton Middle","510313001307","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","Supplemental Virtual","Schoolwide",5030,NA,1,NA,940,1072,2,132,474,1182,2,74,146,2012,2012,0.467196819085487,0.532803180914513,0.00099403578528827,0.0656063618290258,0.23558648111332,0.587475149105368,0.00099403578528827,0.036779324055666,0.0725646123260437,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"IN","INDIANA","1809510","Richmond Community Schools",1554,"Crestdale Elementary School","180951001554","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction","Schoolwide",2050,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,576,0,704,NA,NA,NA,NA,NA,NA,NA,0.181818181818182,0.818181818181818,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"MI","MICHIGAN","2618600","Houghton Lake Community Schools",5545,"Houghton Lake JrSr High School","261860005545","No",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"2021-2022","Supplemental Virtual","Targeted",2755,NA,1,1,544,558,2,6,12,26,0,6,1050,1102,1102,0.493647912885662,0.506352087114338,0.00181488203266788,0.00544464609800363,0.0108892921960073,0.0235934664246824,0,0.00544464609800363,0.952813067150635,1,1,0,0,0,0,0,0,0,1,0,1,FALSE,1,0,1,0,0,0,0,TRUE
"WI","Wisconsin","5511940","Plymouth Joint School District",1560,"Parkview Elementary","551194001560","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","Supplemental Virtual","Targeted",1245,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430,0,430,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"MN","MINNESOTA","2700337","Nova Classical Academy",4356,"Nova Classical Academy - Upper School","270033704356","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction","Targeted",2540,NA,1,1,NA,NA,NA,108,94,NA,NA,NA,632,0,834,NA,NA,NA,0.129496402877698,0.112709832134293,NA,NA,NA,0.75779376498801,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"PA","PENNSYLVANIA","4224320","Upper Darby SD",1966,"Hillcrest El Sch","422432001966","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","Supplemental Virtual","Schoolwide",2990,1,NA,NA,578,618,0,78,482,94,0,84,458,1196,1196,0.483277591973244,0.516722408026756,0,0.0652173913043478,0.403010033444816,0.0785953177257525,0,0.0702341137123746,0.382943143812709,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"IL","ILLINOIS","1728270","Newark CCSD 66",5319,"Millbrook Junior High School","172827005319","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction","Targeted",610,1,1,NA,NA,NA,NA,NA,NA,40,NA,NA,188,0,228,NA,NA,NA,NA,NA,0.175438596491228,NA,NA,0.824561403508772,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"WA","Washington","5306960","Puyallup School District",3315,"Puyallup Online Academy/Poa","530696003315","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","Primarily virtual","Schoolwide",1070,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"IL","ILLINOIS","1741550","West Chicago ESD 33",789,"Wegner Elementary School","174155000789","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction","Schoolwide",1960,1,NA,NA,NA,NA,NA,NA,NA,490,NA,NA,178,0,668,NA,NA,NA,NA,NA,0.733532934131736,NA,NA,0.266467065868263,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"MA","Massachusetts","2502790","Boston",283,"Manassah E Bradley","250279000283","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","Supplemental Virtual","Schoolwide",1515,1,1,NA,NA,NA,NA,NA,NA,284,NA,NA,218,0,502,NA,NA,NA,NA,NA,0.565737051792829,NA,NA,0.434262948207171,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"OH","OHIO","3904490","Toledo City",1826,"Reynolds Elementary School","390449001826","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction","Schoolwide",1750,1,1,NA,318,382,0,6,464,30,0,92,108,700,700,0.454285714285714,0.545714285714286,0,0.00857142857142857,0.662857142857143,0.0428571428571429,0,0.131428571428571,0.154285714285714,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"FL","Florida","1200150","Brevard",114,"Sabal Elementary School","120015000114","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction","Schoolwide",2745,1,1,NA,504,594,0,36,102,286,2,86,586,1098,1098,0.459016393442623,0.540983606557377,0,0.0327868852459016,0.092896174863388,0.260473588342441,0.00182149362477231,0.0783242258652095,0.533697632058288,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"AZ","Arizona","0404970","Mesa Unified District (4235)",415,"Stevenson Elementary School","040497000415","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction","Schoolwide",2805,1,1,NA,504,618,12,6,56,642,16,34,356,1122,1122,0.449197860962567,0.550802139037433,0.0106951871657754,0.0053475935828877,0.0499108734402852,0.572192513368984,0.0142602495543672,0.0303030303030303,0.31729055258467,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"CO","COLORADO","0803030","Plateau Valley School District No. 50 in the county of Mesa",1434,"Grand Mesa High School","080303001434","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction","Not_TitleI",65,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"WA","Washington","5307830","Sequim School District",2427,"Greywolf Elementary School","530783002427","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction","Schoolwide",2545,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,810,0,810,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"MA","Massachusetts","2507170","Malden",1345,"Ferryway","250717001345","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","Supplemental Virtual","Schoolwide",4520,1,1,NA,NA,NA,NA,390,322,602,NA,NA,394,0,1708,NA,NA,NA,0.228337236533958,0.188524590163934,0.352459016393443,NA,NA,0.230679156908665,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"WA","Washington","5307260","Republic School District",1089,"Republic Senior High School","530726001089","No",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction","Schoolwide",500,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"PR","Puerto Rico","7200030","Puerto Rico Department Of Education",32,"Francisco Rivera Claudio","720003000032","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","No virtual instruction","Schoolwide",1625,NA,1,NA,NA,NA,NA,NA,NA,650,NA,NA,NA,0,650,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"NY","NEW YORK","3622020","OSSINING UNION FREE SCHOOL DISTRICT",3120,"CLAREMONT SCHOOL","362202003120","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction","Schoolwide",3390,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"AK","Alaska","0200180","Anchorage School District",149,"Kincaid Elementary","020018000149","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","Supplemental Virtual","Not_TitleI",2155,1,1,NA,360,502,82,66,24,84,30,166,410,862,862,0.417633410672854,0.582366589327146,0.0951276102088167,0.0765661252900232,0.0278422273781903,0.0974477958236659,0.0348027842227378,0.192575406032483,0.475638051044084,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"PA","Pennsylvania","4214790","Mars Area Sd",1155,"Mars Area Elementary School","421479001155","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-2021","Supplemental Virtual","Targeted",3990,1,NA,NA,760,836,2,38,16,26,0,2,1512,1596,1596,0.476190476190476,0.523809523809524,0.0012531328320802,0.0238095238095238,0.0100250626566416,0.0162907268170426,0,0.0012531328320802,0.947368421052632,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"PR","PUERTO RICO","7200030","PUERTO RICO DEPARTMENT OF EDUCATION",207,"FEDERICO DEGETAU II","720003000207","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction","Schoolwide",1250,1,NA,NA,NA,NA,NA,NA,NA,498,NA,NA,NA,0,498,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"ME","MAINE","2314470","RSU 63/MSAD 63",720,"Eddington School","231447000720","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-2022","No virtual instruction","Targeted",575,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,0,208,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
